ue_id,cluster_id,x,y
237,4,22,24
238,4,22,25
239,4,22,25
240,4,22,25
241,4,22,26
242,4,22,26
243,4,23,21
244,4,23,22
245,4,23,23
246,4,23,23
247,4,23,23
248,4,23,24
249,4,23,24
250,4,23,24
251,4,23,25
252,4,23,25
253,4,23,25
254,4,23,26
255,4,24,22
256,4,24,23
257,4,24,24
258,4,24,24
259,4,24,25
260,4,25,21
261,4,25,22
262,4,25,24
263,4,25,25
264,4,25,26
265,2,30,3
266,2,30,6
267,2,30,6
268,2,30,7
269,2,30,8
270,2,31,4
271,2,31,5
272,2,31,5
273,2,31,5
274,2,31,6
275,2,31,6
276,2,31,6
277,2,31,7
278,2,31,7
279,2,31,7
280,2,31,8
281,2,32,3
282,2,32,4
283,2,32,4
284,2,32,5
285,2,32,5
286,2,32,5
287,2,32,6
288,2,32,6
289,2,32,6
290,2,32,6
291,2,32,7
292,2,32,7
293,2,32,7
294,2,32,8
295,2,32,8
296,5,32,20
297,5,32,23
298,5,32,23
299,5,32,24
300,5,32,25
301,2,33,3
302,2,33,4
303,2,33,5
304,2,33,5
305,2,33,5
306,2,33,6
307,2,33,6
308,2,33,6
309,2,33,7
310,2,33,7
311,2,33,7
312,2,33,8
313,5,33,21
314,5,33,22
315,5,33,22
316,5,33,22
317,5,33,23
318,5,33,23
319,5,33,23
320,5,33,24
321,5,33,24
322,5,33,24
323,5,33,25
324,2,34,4
325,2,34,5
326,2,34,6
327,2,34,6
328,2,34,7
329,5,34,20
330,5,34,21
331,5,34,21
332,5,34,22
333,5,34,22
334,5,34,22
335,5,34,23
336,5,34,23
337,5,34,23
338,5,34,23
339,5,34,24
340,5,34,24
341,5,34,24
342,5,34,25
343,5,34,25
344,2,35,3
345,2,35,4
346,2,35,6
347,2,35,7
348,2,35,8
349,5,35,20
350,5,35,21
351,5,35,22
352,5,35,22
353,5,35,22
354,5,35,23
355,5,35,23
356,5,35,23
357,5,35,24
358,5,35,24
359,5,35,24
360,5,35,25
361,5,36,21
362,5,36,22
363,5,36,23
364,5,36,23
365,5,36,24
366,5,37,20
367,5,37,21
368,5,37,23
369,5,37,24
370,5,37,25
