ue_id,cluster_id,x,y
237,4,22,24
238,4,22,25
239,4,22,25
240,4,22,25
241,4,22,26
242,4,22,26
243,4,23,21
244,4,23,22
245,4,23,23
246,4,23,23
247,4,23,23
248,4,23,24
249,4,23,24
250,4,23,24
251,4,23,25
252,4,23,25
253,4,23,25
254,4,23,26
255,4,24,22
256,4,24,23
257,4,24,24
258,4,24,24
259,4,24,25
260,4,25,21
261,4,25,22
262,4,25,24
263,4,25,25
264,4,25,26
265,2,30,3
266,2,30,6
267,2,30,6
268,2,30,7
269,2,30,8
270,2,31,4
271,2,31,5
272,2,31,5
273,2,31,5
274,2,31,6
275,2,31,6
276,2,31,6
277,2,31,7
278,2,31,7
279,2,31,7
280,2,31,8
281,7,31,11
282,7,31,14
283,7,31,14
284,7,31,15
285,7,31,16
286,2,32,3
287,2,32,4
288,2,32,4
289,2,32,5
290,2,32,5
291,2,32,5
292,2,32,6
293,2,32,6
294,2,32,6
295,2,32,6
296,2,32,7
297,2,32,7
298,2,32,7
299,2,32,8
300,2,32,8
301,7,32,12
302,7,32,13
303,7,32,13
304,7,32,13
305,7,32,14
306,7,32,14
307,7,32,14
308,7,32,15
309,7,32,15
310,7,32,15
311,7,32,16
312,5,32,20
313,5,32,23
314,5,32,23
315,5,32,24
316,5,32,25
317,2,33,3
318,2,33,4
319,2,33,5
320,2,33,5
321,2,33,5
322,2,33,6
323,2,33,6
324,2,33,6
325,2,33,7
326,2,33,7
327,2,33,7
328,2,33,8
329,7,33,11
330,7,33,12
331,7,33,12
332,7,33,13
333,7,33,13
334,7,33,13
335,7,33,14
336,7,33,14
337,7,33,14
338,7,33,14
339,7,33,15
340,7,33,15
341,7,33,15
342,7,33,16
343,7,33,16
344,5,33,21
345,5,33,22
346,5,33,22
347,5,33,22
348,5,33,23
349,5,33,23
350,5,33,23
351,5,33,24
352,5,33,24
353,5,33,24
354,5,33,25
355,2,34,4
356,2,34,5
357,2,34,6
358,2,34,6
359,2,34,7
360,7,34,11
361,7,34,12
362,7,34,13
363,7,34,13
364,7,34,13
365,7,34,14
366,7,34,14
367,7,34,14
368,7,34,15
369,7,34,15
370,7,34,15
371,7,34,16
372,5,34,20
373,5,34,21
374,5,34,21
375,5,34,22
376,5,34,22
377,5,34,22
378,5,34,23
379,5,34,23
380,5,34,23
381,5,34,23
382,5,34,24
383,5,34,24
384,5,34,24
385,5,34,25
386,5,34,25
387,2,35,3
388,2,35,4
389,2,35,6
390,2,35,7
391,2,35,8
392,7,35,12
393,7,35,13
394,7,35,14
395,7,35,14
396,7,35,15
397,5,35,20
398,5,35,21
399,5,35,22
400,5,35,22
401,5,35,22
402,5,35,23
403,5,35,23
404,5,35,23
405,5,35,24
406,5,35,24
407,5,35,24
408,5,35,25
409,7,36,11
410,7,36,12
411,7,36,14
412,7,36,15
413,7,36,16
414,5,36,21
415,5,36,22
416,5,36,23
417,5,36,23
418,5,36,24
419,5,37,20
420,5,37,21
421,5,37,23
422,5,37,24
423,5,37,25
